Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Consumption
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4242981,8/1/12,7/24/12,8/22/12,29,495416070202007-OIL-20.4%,N         ,"$18,139.81 ",5428.64
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4242988,9/1/12,8/22/12,9/21/12,30,495416070202007-OIL-79.6%,N         ,"$29,578.46 ",8581.68
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4242988,9/1/12,8/22/12,9/21/12,30,495416070202007-OIL-20.4%,N         ,"$7,580.41 ",2199.32
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4242991,10/1/12,9/21/12,10/23/12,32,495416070202007-OIL-79.6%,N         ,"$48,617.87 ",14028.7
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4242991,10/1/12,9/21/12,10/23/12,32,495416070202007-OIL-20.4%,N         ,"$12,459.86 ",3595.3
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4242996,11/1/12,10/23/12,11/21/12,29,495416070202007-OIL-79.6%,N         ,"$119,774.66 ",35612.24
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4242996,11/1/12,10/23/12,11/21/12,29,495416070202007-OIL-20.4%,N         ,"$30,696.02 ",9126.76
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4242999,12/1/12,11/21/12,12/24/12,33,495416070202007-OIL-79.6%,N         ,"$172,813.16 ",52788.33
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4242999,12/1/12,11/21/12,12/24/12,33,495416070202007-OIL-20.4%,N         ,"$44,288.80 ",13528.67
FARRAGUT,BROOKLYN,FARRAGUT,,Not Applicable,,29,532,K002900,FEDERAL,NY005000290P,"S.J. Fuel Co., Inc.",2898149,12/1/12,11/26/12,12/26/12,30,0118910000-OIL,N         ,"$1,517.24 ",461
FIORENTINO PLAZA,BROOKLYN,FIORENTINO PLAZA,,Not Applicable,,207,375,K020700,FEDERAL,NY005012610P,"S.J. Fuel Co., Inc.",2897855,1/1/12,12/23/11,1/25/12,33,0508910000-OIL,N         ,$631.10 ,195
FIORENTINO PLAZA,BROOKLYN,FIORENTINO PLAZA,,Not Applicable,,207,375,K020700,FEDERAL,NY005012610P,"S.J. Fuel Co., Inc.",2897856,4/1/12,3/26/12,4/25/12,30,0508910000-OIL,N         ,$443.87 ,131
FIRST HOUSES,MANHATTAN,FIRST HOUSES,,Not Applicable,,1,370,M000100,FEDERAL,NY005012920P,"S.J. Fuel Co., Inc.",2896905,1/1/12,12/23/11,1/25/12,33,495416010102002-OIL,N         ,"$1,937.78 ",602
FIRST HOUSES,MANHATTAN,FIRST HOUSES,,Not Applicable,,1,370,M000100,FEDERAL,NY005012920P,"S.J. Fuel Co., Inc.",2896906,2/1/12,1/25/12,2/24/12,30,495416010102002-OIL,N         ,"$1,194.47 ",355
FIRST HOUSES,MANHATTAN,FIRST HOUSES,,Not Applicable,,1,370,M000100,FEDERAL,NY005012920P,"S.J. Fuel Co., Inc.",2896903,1/1/12,12/23/11,1/25/12,33,495416010124006-OIL,N         ,"$1,326.19 ",412
FIRST HOUSES,MANHATTAN,FIRST HOUSES,,Not Applicable,,1,370,M000100,FEDERAL,NY005012920P,"S.J. Fuel Co., Inc.",2896904,2/1/12,1/25/12,2/24/12,30,495416010124006-OIL,N         ,"$1,201.20 ",357
FOREST,BRONX,FOREST,,Not Applicable,,59,535,B005900,FEDERAL,NY005000590P,"S.J. Fuel Co., Inc.",2897177,2/1/12,1/25/12,2/24/12,30,395416139500004-OIL,N         ,$241.32 ,72
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896454,1/1/12,12/23/11,1/25/12,33,495416081032005-OIL,N         ,"$59,205.23 ",18393
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896455,2/1/12,1/25/12,2/24/12,30,495416081032005-OIL,N         ,"$44,383.76 ",13191
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896456,3/1/12,2/24/12,3/26/12,31,495416081032005-OIL,N         ,"$35,222.01 ",10201
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896457,4/1/12,3/26/12,4/24/12,29,495416081032005-OIL,N         ,"$24,896.73 ",7386
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896458,10/1/12,9/21/12,10/23/12,32,495416081032005-OIL,N         ,"$12,763.80 ",3683
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896459,11/1/12,10/23/12,11/21/12,29,495416081032005-OIL,N         ,"$32,637.46 ",9704
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896460,12/1/12,11/21/12,12/24/12,33,495416081032005-OIL,N         ,"$65,235.02 ",19927
GARVEY (GROUP A),BROOKLYN,GARVEY (GROUP A),,Not Applicable,,252,381,K025200,FEDERAL,NY005012520P,"S.J. Fuel Co., Inc.",2897900,1/1/12,12/23/11,1/25/12,33,0498910000-OIL,N         ,$669.93 ,207
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897739,1/1/12,12/23/11,1/25/12,33,0538960010-OIL,N         ,"$4,896.67 ",1513
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897740,2/1/12,1/25/12,2/23/12,29,0538960010-OIL,N         ,"$2,279.60 ",674
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897741,3/1/12,2/23/12,3/26/12,32,0538960010-OIL,N         ,$416.44 ,120
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897742,5/1/12,4/25/12,5/25/12,30,0538960010-OIL,N         ,$184.18 ,58
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897743,6/1/12,5/25/12,6/30/12,36,0538960010-OIL,N         ,$164.20 ,58
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897744,7/1/12,6/30/12,7/26/12,26,0538960010-OIL,N         ,"$23,315.68 ",7504
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897745,8/1/12,7/26/12,8/27/12,32,0538960010-OIL,N         ,"$19,052.25 ",5672
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897746,9/1/12,8/27/12,9/25/12,29,0538960010-OIL,N         ,"$9,526.55 ",2750
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897747,10/1/12,9/25/12,10/24/12,29,0538960010-OIL,N         ,"$1,901.77 ",546
GLENMORE PLAZA,BROOKLYN,GLENMORE PLAZA,,Not Applicable,,171,581,K017100,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897748,12/1/12,11/26/12,12/26/12,30,0538960010-OIL,N         ,"$7,369.00 ",2239
GOWANUS,BROOKLYN,GOWANUS,,Not Applicable,,25,515,K002500,FEDERAL,NY005000250P,"S.J. Fuel Co., Inc.",2898088,1/1/12,12/23/11,1/25/12,33,0178912001-OIL,N         ,"$9,414.69 ",2909
GOWANUS,BROOKLYN,GOWANUS,,Not Applicable,,25,515,K002500,FEDERAL,NY005000250P,"S.J. Fuel Co., Inc.",2898089,2/1/12,1/25/12,2/23/12,29,0178912001-OIL,N         ,"$11,732.85 ",3469
GOWANUS,BROOKLYN,GOWANUS,,Not Applicable,,25,515,K002500,FEDERAL,NY005000250P,"S.J. Fuel Co., Inc.",2898090,3/1/12,2/23/12,3/26/12,32,0178912001-OIL,N         ,"$33,203.83 ",9568
GOWANUS,BROOKLYN,GOWANUS,,Not Applicable,,25,515,K002500,FEDERAL,NY005000250P,"S.J. Fuel Co., Inc.",2898091,4/1/12,3/26/12,4/25/12,30,0178912001-OIL,N         ,"$2,683.53 ",792
GOWANUS,BROOKLYN,GOWANUS,,Not Applicable,,25,515,K002500,FEDERAL,NY005000250P,"S.J. Fuel Co., Inc.",2898092,10/1/12,9/25/12,10/24/12,29,0178912001-OIL,N         ,$24.38 ,7
GRANT,MANHATTAN,GRANT,,Not Applicable,,87,232,M008700,FEDERAL,NY005000870P,"S.J. Fuel Co., Inc.",2896640,1/1/12,12/23/11,1/25/12,33,495416027700012-OIL,N         ,"$4,290.79 ",1333
GRANT,MANHATTAN,GRANT,,Not Applicable,,87,232,M008700,FEDERAL,NY005000870P,"S.J. Fuel Co., Inc.",2896641,4/1/12,3/26/12,4/24/12,29,495416027700012-OIL,N         ,$879.78 ,261
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897444,11/1/12,10/24/12,11/26/12,33,2308920410-OIL,N         ,"$66,476.67 ",19663
GRAVESEND,BROOKLYN,GRAVESEND,,Not Applicable,,68,225,K006800,FEDERAL,NY005011720P,"S.J. Fuel Co., Inc.",2897445,12/1/12,11/26/12,12/26/12,30,2308920410-OIL,N         ,"$262,321.80 ",79704
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",2898261,11/1/12,10/25/12,11/26/12,32,0059927061-OIL,N         ,"$131,049.06 ",38170
HAMMEL,QUEENS,HAMMEL,,Not Applicable,,75,226,Q007500,FEDERAL,NY005010750P,"East Coast Petroleum, Inc.",2898262,12/1/12,11/26/12,12/21/12,25,0059927061-OIL,N         ,"$302,504.54 ",90470
HOLMES TOWERS,MANHATTAN,HOLMES TOWERS,,Not Applicable,,159,277,M015900,FEDERAL,NY005011390P,"S.J. Fuel Co., Inc.",2896681,10/1/12,9/21/12,10/23/12,32,495416024100000-OIL,N         ,$821.35 ,237
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898211,1/1/12,12/23/11,1/25/12,33,0098905011-OIL,N         ,$129.46 ,40
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898212,9/1/12,8/27/12,9/25/12,29,0098905011-OIL,N         ,$3.46 ,1
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898194,4/1/12,3/26/12,4/25/12,30,0098915631-OIL,N         ,$714.93 ,211
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898195,11/1/12,10/24/12,11/26/12,33,0098915631-OIL,N         ,"$42,483.13 ",12566
HOPE GARDENS,BROOKLYN,HOPE GARDENS,,Not Applicable,,247,546,K024700,FEDERAL,NY005012470P,"S.J. Fuel Co., Inc.",2898196,12/1/12,11/26/12,12/26/12,30,0098915631-OIL,N         ,"$76,836.36 ",23346
HOWARD,BROOKLYN,HOWARD,,Not Applicable,,72,568,K007200,FEDERAL,NY005000720P,"S.J. Fuel Co., Inc.",2897871,1/1/12,12/23/11,1/25/12,33,0498963300-OIL,N         ,"$2,139.26 ",661
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,,Not Applicable,,168,275,K016800,FEDERAL,NY005011680P,"S.J. Fuel Co., Inc.",2897792,1/1/12,12/23/11,1/25/12,33,0538920000-OIL,N         ,"$12,217.41 ",3775
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,,Not Applicable,,168,275,K016800,FEDERAL,NY005011680P,"S.J. Fuel Co., Inc.",2897793,2/1/12,1/25/12,2/23/12,29,0538920000-OIL,N         ,$574.97 ,170
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,,Not Applicable,,168,275,K016800,FEDERAL,NY005011680P,"S.J. Fuel Co., Inc.",2897794,3/1/12,2/23/12,3/26/12,32,0538920000-OIL,N         ,$579.54 ,167
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,,Not Applicable,,168,275,K016800,FEDERAL,NY005011680P,"S.J. Fuel Co., Inc.",2897795,4/1/12,3/26/12,4/25/12,30,0538920000-OIL,N         ,$552.29 ,163
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,,Not Applicable,,168,275,K016800,FEDERAL,NY005011680P,"S.J. Fuel Co., Inc.",2897796,7/1/12,6/30/12,7/26/12,26,0538920000-OIL,N         ,$49.71 ,16
HUGHES APARTMENTS,BROOKLYN,HUGHES APARTMENTS,,Not Applicable,,168,275,K016800,FEDERAL,NY005011680P,"S.J. Fuel Co., Inc.",2897797,9/1/12,8/27/12,9/25/12,29,0538920000-OIL,N         ,$10.39 ,3
INGERSOLL,BROOKLYN,INGERSOLL,,Not Applicable,,14,510,K001400,FEDERAL,NY005000140P,"S.J. Fuel Co., Inc.",2898190,2/1/12,1/25/12,2/23/12,29,0113100560-OIL,N         ,$659.53 ,195
INGERSOLL,BROOKLYN,INGERSOLL,,Not Applicable,,14,510,K001400,FEDERAL,NY005000140P,"S.J. Fuel Co., Inc.",2898191,4/1/12,3/26/12,4/25/12,30,0113100560-OIL,N         ,$786.09 ,232
INGERSOLL,BROOKLYN,INGERSOLL,,Not Applicable,,14,510,K001400,FEDERAL,NY005000140P,"S.J. Fuel Co., Inc.",2898141,4/1/12,3/26/12,4/25/12,30,0122500501-OIL,N         ,$223.63 ,66
ISAACS,MANHATTAN,ISAACS,,Not Applicable,,139,253,M013900,FEDERAL,NY005011390P,"S.J. Fuel Co., Inc.",2896842,1/1/12,12/23/11,1/25/12,33,495416014610000-OIL,N         ,$775.75 ,241
JEFFERSON,MANHATTAN,JEFFERSON,,Not Applicable,,64,219,M006400,FEDERAL,NY005010640P,"S.J. Fuel Co., Inc.",2896709,1/1/12,12/23/11,1/25/12,33,495416020950010-OIL,N         ,"$1,631.98 ",507
JEFFERSON,MANHATTAN,JEFFERSON,,Not Applicable,,64,219,M006400,FEDERAL,NY005010640P,"S.J. Fuel Co., Inc.",2896710,5/1/12,4/24/12,5/23/12,29,495416020950010-OIL,N         ,"$3,221.16 ",1020
JEFFERSON,MANHATTAN,JEFFERSON,,Not Applicable,,64,219,M006400,FEDERAL,NY005010640P,"S.J. Fuel Co., Inc.",2896711,6/1/12,5/23/12,6/22/12,30,495416020950010-OIL,N         ,"$2,925.97 ",1020
LA GUARDIA/LA GUARDIA ADDITION,MANHATTAN,LA GUARDIA/LA GUARDIA ADDITION,,Not Applicable,,76,0,M007600,,,"S.J. Fuel Co., Inc.",4431397,2/1/12,1/25/12,2/24/12,30,495416016700015-OIL-90.7%,N         ,"$8,190.98 ",2434.39
LA GUARDIA/LA GUARDIA ADDITION,MANHATTAN,LA GUARDIA/LA GUARDIA ADDITION,,Not Applicable,,152,0,M015200,,,"S.J. Fuel Co., Inc.",4431397,2/1/12,1/25/12,2/24/12,30,495416016700015-OIL-9.3%,N         ,$839.87 ,249.61
LAFAYETTE,BROOKLYN,LAFAYETTE,,Not Applicable,,122,247,K012200,FEDERAL,NY005001220P,"S.J. Fuel Co., Inc.",2898006,8/1/12,7/26/12,8/27/12,32,0248950010-OIL,N         ,$3.36 ,1
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898609,1/1/12,12/23/11,1/25/12,33,348920011-OIL,N         ,"$1,714.39 ",552
LEXINGTON,MANHATTAN,LEXINGTON,,Not Applicable,,50,374,M005000,FEDERAL,NY005010620P,"S.J. Fuel Co., Inc.",2896668,1/1/12,12/23/11,1/25/12,33,495416024700007-OIL,N         ,$186.70 ,58
LEXINGTON,MANHATTAN,LEXINGTON,,Not Applicable,,50,374,M005000,FEDERAL,NY005010620P,"S.J. Fuel Co., Inc.",2896669,2/1/12,1/25/12,2/24/12,30,495416024700007-OIL,N         ,$390.31 ,116
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897837,1/1/12,12/23/11,1/25/12,33,0537618010-OIL,N         ,"$7,378.99 ",2280
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897838,2/1/12,1/25/12,2/23/12,29,0537618010-OIL,N         ,$422.78 ,125
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897839,3/1/12,2/23/12,3/26/12,32,0537618010-OIL,N         ,$864.10 ,249
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897840,5/1/12,4/25/12,5/25/12,30,0537618010-OIL,N         ,"$15,309.09 ",4821
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897841,6/1/12,5/25/12,6/30/12,36,0537618010-OIL,N         ,"$13,648.73 ",4821
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897842,7/1/12,6/30/12,7/26/12,26,0537618010-OIL,N         ,"$26,982.06 ",8684
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897843,8/1/12,7/26/12,8/27/12,32,0537618010-OIL,N         ,"$26,646.95 ",7933
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897844,9/1/12,8/27/12,9/25/12,29,0537618010-OIL,N         ,"$29,397.20 ",8486
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897845,10/1/12,9/25/12,10/24/12,29,0537618010-OIL,N         ,"$27,993.67 ",8037
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897846,11/1/12,10/24/12,11/26/12,33,0537618010-OIL,N         ,"$92,289.08 ",27298
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897847,12/1/12,11/26/12,12/26/12,30,0537618010-OIL,N         ,"$124,710.15 ",37892
